name,line
,
[Scene: At Tokyo Metropolitan Jujutsu Technical High School. Itadori finds Gojou and Nanami.],
Itadori,(Thoughts) I don’t understand what a proper death is. So at least… until I do understand… until I kill him… I won’t… lose again.
[Scene: At a hot spring. Jougo relaxes and smokes a pipe.],
Curse,"No!

Ughh…"
Mahito,"Oh, there you are!"
Jougo,Huh?
Mahito,"Fufufu!

Mm… Haha… Jougo! Haha!"
[Action: Mahito jumps into the hot spring.],
Jougo,Tsk…
Mahito,Looks like most of your body’s back.
Jougo,"Yeah, this place is relaxing. Humans don’t come anywhere near it."
Mahito,"Lacking a body really is a problem.

It makes self-preservation so inefficient."
Jougo,"Mahito, you’re awfully worn down yourself."
Mahito,"Oh, you could tell? Sukuna and his vessel are my natural enemies.

I started this game because I happened to acquire a new toy, but it just didn’t go so well. It was great at first, though.

Are you sure I shouldn’t have just used a hostage to force him into a pact? Like, “Hand your body over to Sukuna if you don’t want to see him killed.”"
Itadori,(Imagination) Grr!
Kenjaku,"No, pacts are only placed by oneself on oneself. It’s not easy to forget pacts with others or due to intervention from others."
Mahito,(Thoughts) Maybe I should have just given that thing a lethal wound instead of transfiguring it. Then Sukuna might have been able to heal it with his reverse cursed technique.
Sukuna,"(Flashback) Know your place, fool."
Mahito,"(Thoughts) No, not with that personality. I think he would have refused either way."
[Action: Mahito gets out of the water.],
Mahito,Jougo… Touching Sukuna made me realize that we should probably proceed with Getou’s plan for now. Sukuna is that valuable.
Jougo,"Ngh…

Gather all the fingers and offer them to Sukuna, huh?

Even if we’re all wiped out in the process, eh?

Very well. I don’t need to be the one laughing in the wasteland a century from now. As long as curses stand there as people, that’s all that matters."
Mahito,"Oh, you get it!"
Kenjaku,"Then first, let’s go retrieve the six fingers Jujutsu Tech has."
Jougo,"Is that necessary? The sorcerers are only keeping Itadori Yuuji around so he can take in Sukuna’s fingers, right? He’ll still eat them, even if we leave them be."
Kenjaku,"The higher-ups at Jujutsu Tech are struggling to measure Itadori Yuuji’s strength as a vessel to see how many he can take before he goes berserk.

They won’t let him take them in until they’ve gathered all the fingers… with just one exception."
Gojou,(Imagination) I want to feed them to him right away!
Kenjaku,"And we can’t wait that long, right? Worst case, there’s also a chance they’ll eliminate Itadori Yuuji."
Jougo,"Into the tiger’s den, huh? Well, what should we do, then?"
Kenjaku,I’ve already taken steps. That’s why I allowed Jujutsu Tech to retrieve the fingers we had.
,
,
,
[Scene: In a lobby at Jujutsu Tech. Gojou is bored. Nanami reads a newspaper.],
Gojou,"Nanami, talk about something interesting."
Nanami,Phew…
Gojou,"Okay, I’ve got it!

Let’s play catch with discarded rice balls while discussing the separation of church and state! Let’s post a video of it and troll people!"
Nanami,"Enjoy that on your own.

(Thoughts) What kind of idea is that?"
Gojou,"Drinking game time! Name things you love about Gojou Satoru!

Everything!"
Nanami,Please keep that attitude going. Itadori-kun needs that kind of idiocy right now.
Gojou,"(Flashback) You’ll take on and complete several harder missions.

That wasn’t what I meant by “harder”, though.

Nanami, does Yuuji know about that finger in Yoshino’s --"
Nanami,"I haven’t told him. Knowing him, he’d just feel unnecessarily responsible."
Gojou,I’m glad I left you in charge. And the finger?
Nanami,"I submitted it to the higher-ups, of course. If I gave it to you, you’d just feed it to Itadori-kun, right?"
Gojou,Tsk…
Nanami,"But is it really okay to bring him back? If the fact that he’s alive becomes known at the Exchange Event, won’t the higher-ups just target him again?"
Gojou,"Even if they do, Yuuji will be just fine now. You know that better than anyone, don’t you?"
Nanami,Haa…
[Action: Itadori enters the room.],
Itadori,"Ah!

Sensei!

Oh, Nanami’s here, too.

Well, come on! Let’s hurry up and go see everyone!

So excited! So excited! So excited! So excited!"
Gojou,"Yuuji, are you planning to just show up like normal after dragging it out this long?"
Itadori,Huh? I can’t?
Gojou,"Even among sorcerers, you rarely see someone say they’ve actually been alive two whole months after they died.

We have to make it a surprise!"
Itadori,A surprise?
Gojou,Just leave it to me.
Itadori,Huh?
Gojou,The first-years will be laughing and crying from happiness and shock…
Fushiguro,(Imagination) You’re alive…
Kugisaki,(Imagination) I’m so glad!
Gojou,"… and the second-years and Kyoto students will cry with them, and someone among them will choke up and vomit…"
Kugisaki,"(Imagination) Thank goodness! Thank goodness!

(Imagination) Blegh! Blegh!"
Gojou,"… and in the end, it’ll even solve global warming!"
Itadori,"Sweet!

What do I do?! Sensei, what should I do?!"
Gojou,You don’t have to do anything! Just do exactly as I say and go with the flow!
Itadori,So what should I do?
Nanami,It’ll be enough of a surprise just to see he’s alive.
,
[Scene: Elsewhere in the school. Kugisaki drops a travel magazine.],
Kugisaki,Wha… Why are you all empty-handed?!
Group,Huh?
Panda,What are you doing with all that luggage?
Kugisaki,"What do you mean? We’re going to Kyoto, right? For the Exchange Event with our sister school in Kyoto?"
Panda,"It’s an exchange event with our sister school in Kyoto, held in Tokyo."
Kugisaki,No way!
Maki,No wonder our conversations have been a bit off lately.
Fushiguro,Yeah.
Inumaki,Salmon.
Panda,It’s held at the school that won in the previous year.
[Action: Kugisaki holds Panda’s skin like she would a shirt collar.],
Panda,Erk…
Kugisaki,"Then don’t go winning, you idiots!"
Panda,We weren’t in it last year! Only Yuuta participated to make the numbers match up!
Maki,"That was prior to freeing Rika.

Apparently, it was an overwhelming win. I didn’t see it, though, since it was held in Kyoto."
Kugisaki,"I won’t forgive you, Okkotsu Yuuta! Not that I’ve ever even met you!"
Panda,That’s misdirected anger.
Inumaki,Salmon.
Maki,Huh?
[Action: The Kyoto students arrive.],
Maki,Hey. They’re here.
Mai,"Oh, look. It’s everyone from Tokyo together.

You went out of your way to greet us?

Disgusting."
Toudou,Okkotsu’s not here.
Kugisaki,"Shut up. Hurry up and hand over the cake box, and the yatsuhashi, kudzu noodles, and buckwheat noodles."
Inumaki,Salmon.
Toudou,You guys hungry?
Nishimiya,Who is that first-year? She’s scary.
Mechamaru,Never mind Okkotsu being absent. Isn’t having two first-years a major handicap?
Kugisaki,A robot! It’s a robot!
Kamo,"Age is irrelevant to jujutsu sorcerers.

Especially with Fushiguro-kun.

He’s from the Zenin bloodline, but he’s more talented than the head of the clan."
Mai,Tsk…
Kamo,Something to say?
Mai,Nope.
Miwa,"Now, now… Please calm down, you two."
[Action: Iori walks up the steps.],
Iori,"Okay, now. Let’s not fight amongst ourselves. My goodness, these children.

So, where’s that idiot?"
Panda,Satoru’s late.
Maki,As if that idiot would ever show up on time.
Fushiguro,No one said “idiot” referred to Gojou-sensei.
Students,Hm?
[Action: Gojou arrives while pushing a cart with a box on it.],
Gojou,Sorry for the wait!
Iori,Tsk… Gojou Satoru.
Miwa,(Thoughts) Gojou Satoru!
Gojou,"Hey, I see everyone’s together! I was on a business trip overseas, so I will not hand out souvenirs!"
Panda,This is sudden.
Kugisaki,You sure it’s not jet lag?
[Action: Gojou begins handing out charms.],
Gojou,"Okay, everyone from Kyoto gets this protective charm from a particular tribe."
Toudou,Hm?
Gojou,"None for you, Utahime."
Miwa,Wow…
Iori,I don’t need one!
Gojou,"And for everyone from Tokyo, we have this!"
Kugisaki,Overly excited adults are creepy.
[Action: The box on Gojou’s cart opens. Itadori pops out.],
Itadori,Hey! OPP!
Gojou,"It’s your departed friend, Itadori Yuuji-kun!"
"Fushiguro, Kugisaki",Ahh…
Itadori,"(Thoughts) Huh?!

(Thoughts) Huh? Huh?! They don’t seem happy at all!

(Thoughts) N-No way…"
Gojou,"Okay, everyone from Kyoto! This is Sukuna’s vessel, Itadori Yuuji-kun!"
Itadori,"(Thoughts) The ones from Kyoto… are too absorbed in their souvenirs!

Ah… Ahh…"
Gakuganji,Sukuna’s vessel?! What’s the meaning of this?
Gojou,"Ah… Principal Gakuganji! Oh, thank goodness.

I was worried you might just die from the shock."
Gakuganji,You damn brat!
Gojou,Fufufufu… Fufufufu…
[Action: Kugisaki kicks Itadori’s box.],
Itadori,Ah!
Kugisaki,Hey.
Itadori,"Uh, yes?"
Kugisaki,You got something to say?
Itadori,Huh? Ahh…
Kugisaki,Ngh…
Itadori,I’m sorry for keeping quiet about being alive…
,
,
,
[Scene: At Tokyo Metropolitan Jujutsu Technical High School. The Exchange Event begins.],
Yaga,"The Tokyo-Kyoto Sister School Exchange Event will be held over two days. The first day is a group battle… The Wacky Cursed Spirit Exorcism Race!

The rules are simple. The first team to exorcize the second-grade cursed spirit released in the area wins.

Several third-grade and lower cursed spirits will be released into the designated area, as well. If a winner is not decided by sundown, the team that exorcizes the most wins. There are absolutely no other rules.

Of course, you’re welcome to sabotage the others, but remember, you’re all on the same side in the fight against the curses.

This Exchange Event will allow you to learn about yourselves and your comrades through competition."
[Action: Gojou struggles in Yaga’s hold.],
Gojou,Ngh…
Yaga,Be certain not to kill other competitors or injure them beyond recovery.
Iori,Fufufu… Fufu…
Yaga,That’s it. You’re all dismissed until the event commences at noon!
,
"[Scene: Sometime later, in a meeting room. The Tokyo students gather for a meeting. Itadori holds a funeral photo frame around his head.]",
Itadori,"Um… Depending on how you look at it, this could be considered very extreme bullying."
Kugisaki,Shut up and stay that way for a while.
Panda,"Now, now… You heard his explanation. Cut him some slack."
Itadori,The panda talked!
Inumaki,"Salmon, salmon."
Itadori,What?
Fushiguro,Inumaki-senpai is a cursed speech user. Cursed speech is a technique that amplifies the power and compulsion of words. He limits his vocabulary to keep others safe.
Itadori,"So if he told someone to go die, they’d actually die? That’s really powerful."
Panda,"It’s nothing that convenient. It’s all case by case, depending on their difference in strength. If he uses powerful words, he’s hit with massive feedback. Worse case, it would affect him.

Limiting his vocabulary is a way for Toge to protect himself, as well."
Itadori,"Oh? So how are you able to speak, Senpai? Are you some new breed of panda?"
Kugisaki,Blabbing on about people’s techniques…
Maki,"It’s fine. Toge’s isn’t that kind of technique, anyway.

More importantly, Yuuji…"
Itadori,Huh?
Maki,"… give me back Slaughter Demon.

You borrowed it from Satoru, right?"
Itadori,Hmm…
Gojou,"(Imagination) Gimme!

(Imagination) Here you go!"
Itadori,(Imagination) I broke it.
Maki,(Imagination) It’s not coming back!
Itadori,"Eek!

Gojou-sensei… has it…"
Maki,Tsk… That blindfolded dumbass!
Fushiguro,Hmm…
[Action: Gojou sneezes.],
Iori,Ngh… Gross.
Maki,"So, what’s the plan?

The group format is what we expected, but we have another member now. Do we change strategies? There’s not much time."
Inumaki,Bonito flakes.
Panda,"Well, that depends on Yuuji. What can you do?"
Itadori,"Punch, kick…"
Panda,We have enough of that.
Itadori,Huh?
Fushiguro,"I don’t know what he’s been doing since he’s been dead, but if everyone from Tokyo and Kyoto fought him at once without cursed energy, Itadori would win."
Panda,Oh?
Maki,"(Thoughts) Megumi’s saying that after fighting Toudou?

(Thoughts) That makes it convincing. Interesting."
,
[Scene: In another meeting room. The Kyoto students meet.],
Gakuganji,"Kill Sukuna’s vessel, Itadori Yuuji. He’s not a person, so it will go unquestioned. It’ll be treated as an accident. There’s no need to hold back or hesitate."
Miwa,(Thoughts) I don’t want to…
Mai,"You say to kill him, but he’s here because he didn’t die, right?"
Gakuganji,"I’ve heard that Itadori’s previous death was suicide. What is the one thing you must be cautious about when ending a hostile sorcerer, Kamo?"
Kamo,Yes. You must kill them with cursed energy to prevent them from coming back as a curse after death.
Gakuganji,"Exactly. If another delivers the finishing blow with cursed energy, then all is well. At present, Itadori Yuuji has control of the body. Unless Sukuna comes out, he’s just a first-year. Killing him will be --"
Toudou,Ngh!
[Action: Toudou kicks out the sliding door.],
Toudou,This is stupid. Do what you want.
[Action: Toudou prepares to leave.],
Kamo,"Come back, Toudou.

The principal isn’t finished yet."
Toudou,Takada-chan’s making a guest appearance on a walking show at 11. Do I need to explain any more?
Kamo,You can record it. Come back here.
Toudou,"I’m going to watch the recording and watch it in real time!

Who do you take me for?"
Mai,(Thoughts) That’s your problem here?
Toudou,"Listen, all of you. You listen, too, old man! I’ve long been disappointed in you all and your bad taste in women. Plot and scheme all you want on your own.

But if you try to order me around again, I’ll kill you."
[Action: Toudou and Gakuganji leave the room.],
Miwa,"What do we do now? I don’t think we’ll be able to carry out the plan with him like that. The principal’s gone off somewhere, too. I don’t want to be killed by that guy."
Nishimiya,"Does it even matter?

He’s going to go straight for the Tokyo team, anyway. If he’s just going to go berserk, we can focus on the game."
Mai,"But we have to kill Itadori Yuuji, right?"
Miwa,(Thoughts) We’re seriously doing this?
Mai,I don’t think he’ll go as far as killing him. Though he probably could.
Mechamaru,Then we’ll need someone to keep an eye on Toudou and deliver the final blow to Itadori Yuuji.
Miwa,"(Thoughts) I don’t like this!

We’ll have cursed spirits to deal with, too, so we’ll be in two-man cells, anyway. That works out for us."
Kamo,"No.

Allowing a half-wit like Itadori Yuuji to be a sorcerer at Jujutsu Tech is a serious problem.

It goes beyond this Exchange Event. I cannot overlook this as the eldest son of the Kamo clan.

We’re all attacking Itadori Yuuji together."
Nishimiya,"Hold on. What happens if Inumaki-kun is with Itadori-kun?

Having all of us in one place is a risky move with that cursed speech user. Worst case, he could wipe all of us out at once."
Mechamaru,That’s true.
Kamo,"No, if you know he’s coming, he’s not that scary to face."
Mai,"Let me have Maki. That brown-haired first-year, too, if possible."
Kamo,You’re sounding just like Toudou.
Mai,Grr…!
,
[Scene: In the staff room. Gojou and Iori drink tea.],
Iori,So what did you want?
Gojou,Huh? Why are you mad?
Iori,"I’m not mad, actually."
Gojou,"Right? I haven’t done anything, after all."
Iori,Ngh…
Gojou,There’s someone working with either a curse user or curses at Jujutsu Tech.
Iori,"Ah… Impossible! A curse user might be one thing, but working with curses?"
Gojou,"A lot of them on that level have been popping up lately.

They understand human speech, and they’ve formed a faction that’s operating with purpose. They might think they’re just working with a curse user.

I’d like to ask you to handle investigating those at Kyoto, Utahime."
Iori,What would you do if I was the traitor?
Gojou,"No way. You’re weak, and you don’t have the guts --"
"[Action: Iori throws her tea at Gojou, but it doesn’t hit him.]",
Gojou,"Scary! Hysterics won’t win men, you know."
Iori,I am the senior here!
,
[Scene: On a walkway. The Tokyo students prepare for the competition.],
Fushiguro,Itadori.
Itadori,Hm?
Fushiguro,You okay?
Itadori,"Yeah, sounds like I’ve got a big role, but I’ll manage."
Fushiguro,"I’m not talking about that. Something happened, right?"
Itadori,"Huh? Nothing happened.

Okay, it did.

But it’s true that I’m fine.

In fact, because of what happened, I don’t want to lose to anyone."
Fushiguro,"Okay, then. I don’t really want to lose, either."
Kugisaki,What do you mean “really”? You already got sent rolling around once!
"[Action: Fushiguro, Kugisaki, Maki, Panda, and Inumaki begin walking toward the entrance.]",
Kugisaki,"Overwhelm them! Let’s thoroughly trounce them! For Maki-san’s sake, too!"
Maki,Don’t say stuff like that.
Inumaki,Pollack roe!
Panda,"Yeah! For Maki-san’s sake, too!"
Maki,Don’t say stuff like that!
Itadori,Hehe…
[Action: Itadori joins the rest of the students at the start line.],
Itadori,"Well, in that case… let’s win!"
[Action: Maki kicks Itadori in the back.],
Maki,What are you doing taking the lead?
Itadori,Ow.
[Scene: In an observation room. Gojou makes an announcement.],
Gojou,"We’re starting in one minute.

Now, let’s hear a few words of well-appreciated encouragement from Iori Utahime-sensei."
Iori,"Huh?! U-Uh… Um, some degree of injury will be unavoidable, but, um… now and then, help each other out… or something…"
Gojou,Time’s up.
Iori,"Hey! Gojou, you little…!"
Gojou,"Now, let the Sister School Exchange Event… begin!"
Iori,Respect your seniors!
[Scene: In the field. Each team runs into the forest.],
Itadori,Ichirou?
Kugisaki,So stupid.
Kamo,Where’s Toudou?
Mai,What makes you think I would know?
Miwa,(Thoughts) Can’t we all get along?
Itadori,Where do you think the cursed spirit boss is?
Panda,"It was probably unleashed halfway between both schools, but it’s not just going to sit still."
Maki,"At the time we agreed upon, we’ll split up into the Megumi squad and the Panda squad for scouting.

We’ll be counting on you after that, Yuuji."
Itadori,Yeah!
[Action: Fushiguro’s Demon Dog runs ahead.],
Demon Dog,"Woof, woof!"
Curse,Where are you going?
Panda,That’s a small fry.
[Action: Maki prepares to attack the curse.],
Demon Dog,Grr…
Fushiguro,"Senpai, stop!"
Curse,Grrr…
Toudou,Urahh!
[Action: Toudou blasts the curse away.],
Toudou,Great! You’re all here! Come at me all together!
Itadori,Ngh!
[Action: Itadori charges at Toudou and knees him in the face.],
Itadori,Ngh!
Maki,Scatter!
[Action: The rest of the Tokyo team splits up and runs ahead.],
Fushiguro,Toudou was alone.
Maki,We were right to swap Yuuji into that role.
Kugisaki,"I already knew it, but he’s a monster."
Panda,Yep. So just ignore him.
Inumaki,Tuna.
Toudou,Grr!
[Action: Itadori kicks Toudou away.],
Toudou,"Ngh…

Fufu…"
,
,
,
"[Scene: Sometime earlier, in the Tokyo team meeting room. The Tokyo team members strategize.]",
Maki,"Toudou will absolutely be out to crush us straight away. Mai might follow behind him to come after me, too.

Toudou’s a monster. The worst possible outcome would be that we all face him and get wiped out.

So our plan was to leave just one person, either Panda or Megumi, behind to occupy him, but… Itadori, we’ll leave that role to you."
Itadori,Huh?
Maki,"We’d rather not lose anyone who can scout out our enemies.

You don’t have to beat him. Just hold out as long as possible and buy us time."
Panda,"But you can be daring against him! To be blunt, we weren’t counting on your abilities, anyway, so it won’t affect us too much if you have to quit."
Itadori,That’s mean!
Panda,"Sorry, Megumi. You wanted to face Toudou, didn’t you?"
Fushiguro,"No, I’m good either way."
Panda,You’re super dry.
Itadori,"But, Senpai, if I’m gonna do this…"
"Maki, Panda",Huh?
Itadori,… then I’m gonna win.
,
"[Scene: In the present, in the forest. Itadori prepares to fight Toudou. Toudou spits on the ground.]",
Toudou,Nice speed.
Itadori,(Thoughts) Seriously? I thought I landed a good one.
Toudou,"Mmm…

I’ll return the favor, first-year. Guard like your life depends on it!"
[Action: Toudou launches forward. A curse flies in front of Itadori’s face.],
Itadori,Ah…
Curse,Where?
Toudou,Ngh… Urahhh!
[Action: Itadori guards. Toudou smashes through the curse and sends Itadori flying back into a tree.],
Itadori,"Ngh…

Gah! Ugh… Ah…

(Thoughts) My arm’s… still here?

(Thoughts) I thought it got blown off. If that cursed spirit hadn’t gotten in the way, that would have been real bad.

Ngh… Ugh… Ngh…"
[Action: Toudou begins stomping on Itadori’s face.],
Itadori,"Erk!

Ngh! Ngh…"
Toudou,Fufufufu…
Itadori,Gah… Ugh… Ngh… Gah… Ugh…
Toudou,"Urah!

Ngh! Oh…"
[Action: Toudou prepares to punch Itadori but stops. Itadori slumps over.],
Toudou,"Done already?

Heh…

Now, which should I pursue?"
[Action: Itadori claws at the ground.],
Toudou,"Ngh…!

Hehehehe…"
[Action: Itadori gets back up.],
Toudou,Are you for real?
Itadori,You think you can just pound away at my head like that? What if you made me even dumber than I already am?!
Toudou,"Don’t worry. Takada-chan said, “Men are perfect when they’re a little dumb.”"
Itadori,Who’s that? I’m not interested in any idols.
Toudou,"Then how did you know she’s an idol? You know who she is, don’t you?

What’s your name, first-year?"
Itadori,Itadori Yuuji.
Toudou,"I see. Itadori Yuuji. I have one question for you.

What kind of woman is your type?"
Itadori,"Huh?

What’s my type? Why are you asking me that right now?"
Toudou,Don’t worry about that. I’m just appraising you.
Itadori,"I don’t really get it, but if I had to say… a tall woman with a big ass, I guess? Like Jennifer Lawrence."
Toudou,"Ah!

Ahh…"
[Scene: In Toudou’s imagination. Toudou imagines himself and Itadori looking through a magazine.],
Itadori,(Imagination) The new series is pretty good.
Toudou,(Imagination) Oh?
[Action: The school tone chimes.],
Toudou,(Imagination) Ah…
Itadori,(Imagination) Ah…
[Action: Itadori and Toudou return to their classrooms.],
Toudou,(Imagination) I’m going to confess to Takada-chan.
Itadori,(Imagination) Huh?! Don’t do that! I don’t wanna have to comfort you later! That’s such a pain!
Toudou,(Imagination) Why are you assuming she’ll reject me?
Itadori,(Imagination) I could ask you why you think she’ll say yes.
Toudou,"(Imagination) Anne Sullivan once said to Helen Keller, “What fool thinks of defeat before even trying?”"
Itadori,(Imagination) Inoki was the one who said that.
[Action: Takada rips up Toudou’s confession.],
Takada,(Imagination) I’m sorry. I’m already in love with someone.
Toudou,(Imagination) Ahh…
[Action: Toudou meets up with Itadori again.],
Toudou,(Imagination) Any chance that someone is me?
Itadori,"(Imagination) No way, man.

(Imagination) Come on, let’s go.

(Imagination) I’ll treat you to some ramen."
[Scene: In the real world. Toudou cries.],
Toudou,"Ngh… Mmm… You never lost to anyone in your hometown, huh?

Seems like we’re best friends!"
Itadori,When you just learned my name?!
[Action: Nishimiya flies on her broom overhead.],
Nishimiya,"Yeah, continue straight that way. Toudou-kun’s there, though."
Kamo,Not a problem. He’s the one who told us to do as we pleased.
[Action: Mai shoots at Itadori. Itadori dodges the shots.],
Miwa,"(Thoughts) New Shadow Style, Simple Domain…

(Thoughts) Quick Draw!"
[Action: Itadori runs into Miwa’s simple domain but dodges her attack.],
Itadori,"Ngh…

Ngh… Ugh…"
Miwa,"(Thoughts) What reflexes! I know I hesitated, but still, my counter didn’t even scratch him!"
[Action: Mechamaru prepares to blast Itadori.],
Itadori,"(Thoughts) I’m surrounded? 

(Thoughts) Huh?

(Thoughts) Are these guys… trying to kill me?"
"[Action: Toudou claps, putting Itadori in the tree and Kamo on the ground.]",
"Kamo, Mechamaru",Ngh…
"Mai, Miwa",Ah!
Kamo,This is…
Itadori,Huh?
Kamo,(Thoughts) Itadori and I switched places?!
Toudou,"Hey.

Ngh!"
"[Action: Toudou punches at Kamo, but Kamo dodges.]",
Kamo,Ngh…
Toudou,"I told you I’d kill you if you interfered, didn’t I?"
Kamo,"No, you didn’t. You said you’d kill us if we ordered you around.

(Thoughts) Was that Itadori’s… No, was it Toudou’s technique?"
Toudou,Same thing. Piss off!
[Action: Kamo walks away from the area.],
Mechamaru,Looks like he’s retreating.
Mai,Lame.
Miwa,(Thoughts) Thank goodness!
Kamo,Make sure you kill him.
Toudou,That depends on Itadori. Don’t order me around.
Itadori,(Thoughts) What’s with these people trying to kill me and then arguing with each other?
Toudou,"After all, I’m not an inconsiderate man who’d hold back against his best friend!"
[Action: Nishimiya flies overhead and sees the rest of the team except Toudou fleeing.],
Nishimiya,"Ugh… This is why I said to leave him be. We’re off to a rocky start.

(Thoughts) We can’t start hunting down cursed spirits without me scouting from the air, either.

Haa… They’re all such a hassle. Hang in there, me. You’re as cute as ever today."
Fushiguro,Take her down.
[Action: Nue appears above Nishimiya. The air crackles with electricity.],
Nishimiya,"Ah… Oh, no."
[Action: Nishimiya goes flying.],
Kamo,"Mai, Mechamaru, cover Nishimiya."
Mechamaru,At once.
Mai,"Well, we are in trouble without her."
[Action: Mai and Mechamaru split off from Kamo and Miwa. Maki appears by Miwa.],
Miwa,Ah…!
[Action: Maki engages Miwa in battle. Fushiguro engages with Kamo.],
Fushiguro,"Kamo-san, are you guys planning to kill Itadori?"
,
,
,
[Scene: Sometime earlier. The two Tokyo groups have split up.],
Fushiguro,That’s strange.
Panda,"It is strange.

All the Kyoto students are moving together.

They’re heading toward the area we left Yuuji in. I think that puts everyone from Kyoto there."
Maki,You mean that’s where the target is?
Fushiguro,"No. Unless the second-grade is especially cunning, my Demon Dog would have noticed it."
Demon Dog,Woof!
Fushiguro,"They’re trying to kill Itadori, aren’t they?"
Kugisaki,What the hell?! I don’t see why!
Maki,It’s possible.
Inumaki,Kelp.
Panda,"I didn’t sense that much hostility from them, but that was prior to Yuuji’s surprise survival."
Kugisaki,Ah…
Panda,It’s entirely possible that Principal Gakuganji would order that.
Kugisaki,Are the Kyoto students a bunch of cowards who’d kill a person on someone else’s orders?
Panda,"They don’t see him the same way. You two have spent day after day with Yuuji.

We only recently learned that he was a good person ourselves. He’s a naturally happy sort you don’t often see among sorcerers. But the thing is… to those who don’t know anything about Yuuji, the vessel of Sukuna is just an object of fear.

It wouldn’t feel any different from exorcizing a curse to them.Even normal jujutsu sorcerers can easily blur that line."
Maki,"We’re turning back, Megumi."
Fushiguro,Sorry.
Maki,"What are you apologizing for, dummy?

There’s no point in winning or losing the exchange event if your friend dies."
Panda,"Nobara and I will go back to confirm that Yuuji’s safe. He’s not answering his phone, either.

Toge, you keep hunting down the cursed spirit, please."
[Action: Inumaki makes his arms in an “x” shape.],
Inumaki,Bonito flakes!
Panda,"I know you’re worried about Yuuji, too. But if my prediction is correct, the Kyoto students are trying to use the chaos of the group battle to assassinate Yuuji. Once the group battle’s over, there won’t be any assassination."
Kugisaki,Makes sense.
Inumaki,Salmon.
Panda,"I’m worried about Maki, too. We won’t let them kill Yuuji, and we’ll win this group battle."
Kugisaki,Of course.
"[Action: Kugisaki tries to call Fushiguro, but he doesn’t answer after two rings.]",
Kugisaki,"Ugh… Answer on the first ring, Fushiguro!

Also, why didn’t they provide us with wireless radios or Bluetooth earbuds?!"
[Action: Panda and Inumaki wave goodbye. Inumaki runs off.],
Panda,"I wouldn’t want them! They’re distracting, and they startle you when you get a call."
Kugisaki,You can take them off during combat!
,
[Scene: In the present. Nishimiya crashes into a tree after Nue’s attack.],
Nishimiya,"Ngh… Ow…

(Thoughts) So that’s Fushiguro-kun’s Nue, huh? Electrified wings… Looks like they’ll affect my movement for a while."
[Action: Kugisaki and Panda shake the tree Nishimiya is in.],
"Kugisaki, Panda",Nishimiya-chan! Come out and play!
Nishimiya,(Thoughts) So crass! Not cute at all.
[Scene: On the ground. Fushiguro is locked with Kamo. Maki is locked with Miwa.],
Fushiguro,"Kamo-san, are you guys planning to kill Itadori?"
Kamo,And if I said we were?
Fushiguro,"You failed, then. Itadori wouldn’t go down in such a short time."
[Action: Kamo jumps away from Fushiguro.],
Kamo,We have no reason to kill him.
Fushiguro,"Yes, you do. The higher-ups and the three major clans have plenty."
,
[Scene: Elsewhere in the forest. Itadori and Toudou are locked in battle.],
Itadori,Urah!
Toudou,Ngh!
Itadori,Ngh… Ngh…
Toudou,"Ngh… Ngh!

Urah!"
Itadori,Ngh… Urah! Ngh…
Toudou,Urahh!
[Action: Toudou kicks Itadori away.],
Itadori,Ngh… Urahh!
[Action: Itadori flips Toudou over.],
Itadori,Urah!
[Action: Toudou lands several punches to Itadori’s stomach.],
Itadori,Gah…
Toudou,Ngh!
Itadori,"Ugh!

Ngh… Urahh!"
"[Action: Itadori grabs onto a tree branch and spins around it, kicking toward Toudou. Toudou barely dodges the attack.]",
Toudou,"Woah!

(Thoughts) What splendid toughness! He’s actively using the landscape to his advantage, too!

Ah!

(Thoughts) He’s gone?"
Itadori,Urah!
[Action: Itadori lands a hard punch to the back of Toudou’s head.],
Toudou,(Thoughts) He’s so quick to set up his next move!
[Action: Toudou gets back up and spars with Itadori again.],
Itadori,Ugh… Ngh…
Toudou,"Ngh!

(Thoughts) And to top it all off…"
Itadori,Ngh!
[Action: Itadori punches Toudou in the face.],
Toudou,"Gah!

(Thoughts) … he has such tremendous power! His raw strength is greater than mine despite his small body! That’s why his blows are effective with so little cursed energy!

(Thoughts) And that makes it hard to read his movements from the flow of cursed energy!

(Thoughts) But the way this cursed energy hits after a time lag… That’s just… That’s just…

… wrong!"
[Action: Toudou’s voice echoes throughout the area.],
,
[Scene: Elsewhere in the forest. Maki and Miwa hear Toudou’s voice.],
Maki,Was that Toudou?
Miwa,It was.
Maki,"I think I understand why you failed to finish off Yuuji.

So why did you distance yourself from Noritoshi? Are you keeping your technique a secret from your allies, too?"
Miwa,"I’m sorry about Itadori-kun. I know this is an excuse, but I’m not like the others. Still, that doesn’t mean I plan to hand over victory in this Exchange Event.

You know that sorcerers advance in rank through a recommendation system, right?

The Exchange Event is often discussed among sorcerers without connections up the chain.

Students who perform well here are granted many chances to advance while they’re studying."
Ijichi,"Coincidentally, the person in charge of a student can’t recommend them. For example, Gojou-san couldn’t recommend Itadori-kun to be a first-grade."
Miwa,I want to become independent as quickly as possible so I can earn money.
Maki,Why?
[Action: Miwa draws her sword.],
Miwa,I’m poor! And I have two little brothers!
Maki,Are you okay? Are you getting along well enough with Mai? Aren’t you too nice of a person?
Miwa,Huh? Probably…
Maki,"I won’t hold back, you know."
